藤壶岛	14078721.022400007	0.00072	170	0.00014	14078721.022400007	1.0	170	1.0	0	0.0	0	0
Delicious/臻味	14059792.849800002	0.00072	456	0.00038	13891547.599800002	0.98803	449	0.98465	168245.25	0.01197	7	0.01535
老香农	14016293.440999998	0.00071	187	0.00016	14009607.372999998	0.99952	185	0.9893	6686.068	0.00048	2	0.0107
New boundaries/新边界	14013352.171199996	0.00071	382	0.00032	13953886.941199997	0.99576	366	0.95812	59465.229999999996	0.00424	16	0.04188
吾尚	13940021.472300002	0.00071	132	0.00011	13823774.472300002	0.99166	129	0.97727	116247.0	0.00834	3	0.02273
知果闹	13899633.249999998	0.00071	7	1e-05	13899633.249999998	1.0	7	1.0	0	0.0	0	0
Lecake/诺心	13852904.9148	0.0007	95	8e-05	1461932.9148	0.10553	80	0.84211	12390972.0	0.89447	15	0.15789
广禧	13841036.957499998	0.0007	375	0.00031	13271257.5575	0.95883	351	0.936	569779.4000000001	0.04117	24	0.064
Slavyanka	13807154.926900003	0.0007	160	0.00013	13799131.292400002	0.99942	156	0.975	8023.6345	0.00058	4	0.025
一果倾城	13797522.834999995	0.0007	125	0.0001	13782942.334999995	0.99894	115	0.92	14580.5	0.00106	10	0.08
Lipton/立顿	13700013.08890002	0.0007	1914	0.00159	12680671.562300013	0.9256	1784	0.93208	1019341.5266000004	0.0744	130	0.06792
不二家	13678403.828700012	0.0007	1272	0.00106	13344277.551100016	0.97557	1221	0.95991	334126.27760000003	0.02443	51	0.04009
春江月	13603881.279599996	0.00069	177	0.00015	13603881.279599996	1.0	177	1.0	0	0.0	0	0
醇点芙	13582524.790499998	0.00069	47	4e-05	13582524.790499998	1.0	47	1.0	0	0.0	0	0
万太公	13576585.4	0.00069	5	0.0	13576585.4	1.0	5	1.0	0	0.0	0	0
HRL/哈肉联	13567528.084999997	0.00069	259	0.00022	13551424.204999996	0.99881	246	0.94981	16103.88	0.00119	13	0.05019
JINGUAN/金冠	13465706.215600003	0.00068	931	0.00077	13448058.665600004	0.99869	921	0.98926	17647.55	0.00131	10	0.01074
春光	13460590.748300022	0.00068	2544	0.00212	13123108.028400028	0.97493	2409	0.94693	337482.71989999997	0.02507	135	0.05307
OBERA	13307758.019	0.00068	636	0.00053	13306346.019	0.99989	631	0.99214	1412.0	0.00011	5	0.00786
苏宁极物	13228032.959	0.00067	48	4e-05	13197556.459	0.9977	42	0.875	30476.5	0.0023	6	0.125
NANFANG BLACK SESAME/南方黑芝麻	13199110.939399995	0.00067	410	0.00034	13185453.728599995	0.99897	401	0.97805	13657.2108	0.00103	9	0.02195
张一元	13168639.3768	0.00067	234	0.00019	10102868.221800003	0.76719	218	0.93162	3065771.155	0.23281	16	0.06838
